ISO3,Country,M49_Region,M49_Subregion,WB_Region,Global_North_South,EGDI,OSI,TII,HCI,Penetration_Pct,Penetration_Year,p,Broadband_per100,Broadband_Year,HiTech_Pct,HiTech_Year,I_pen,I_bb,I_ht,T_adj_EGDI,T_adj_OSI,Phi_EGDI,Phi_OSI,R_facade,I_egov,Signed_Div,I_health,I_education,I_income,HDI_Standard,Rank_Standard,Tier_I,Tier_II,Tier_III,Exclusion_Reason,I_bb_T2,I_digital_T2,HDIN_T2,Rank_T2,I_digital_A,HDIN_A,Rank_A,I_digital_B,HDIN_B,Rank_B,I_digital_C,HDIN_C,Rank_C
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Europe & Central Asia,North,0.9577,0.9535,0.9747,0.945,95.44719696,2023,0.9544719696,41.4368,2023,28.8917,2023,0.9544719696,0.8009,0.4516,0.91409780528592,0.9100890230136001,0.04360219471407997,0.04341097698639998,1.0476997039725324,0.021199999999999997,-0.021199999999999997,0.9562,0.9367,0.9282,0.9400,15,1,1,1,,0.80086431993753393,0.88737038422893433,0.92677420698800383,10,0.7495,0.8885,7,0.7455,0.8873,7,0.7594,0.8914,8
AUT,Austria,Europe,Western Europe,Europe & Central Asia,North,0.9065,0.8383,0.981,0.9003,95.33467117,2023,0.9533467117,29.3725,2023,15.9233,2023,0.9533467117,0.5677,0.2489,0.8642087941560499,0.79919054841811,0.04229120584395003,0.03910945158189003,1.0489363289634768,0.14269999999999994,-0.14269999999999994,0.9602,0.8648,0.9573,0.9260,22,1,1,1,,0.56769314322933273,0.77623710918538324,0.88629839047668857,26,0.5841,0.8255,23,0.5621,0.8176,24,0.5910,0.8279,23
ESP,Spain,Europe,Southern Europe,Europe & Central Asia,North,0.9206,0.9054,0.9603,0.8961,95.44564516,2023,0.9544564516,37.2148,2023,9.5625,2023,0.9544564516,0.7193,0.1495,0.87867260934296,0.8641648712786401,0.041927390657039966,0.04123512872135997,1.047716737964999,0.05490000000000006,-0.05490000000000006,0.9833,0.8482,0.9052,0.9110,27,1,1,1,,0.71926416841096175,0.84493612240688531,0.89369264236611123,23,0.5480,0.8020,29,0.5403,0.7992,28,0.5573,0.8054,29
OMN,Oman,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.8576,0.8077,0.9674,0.7977,95.25170135,2023,0.9525170135000001,10.8793,2023,5.0054,2023,0.9525170135000001,0.2103,0.0782,0.8168785907776,0.7693479918039501,0.040721409222399946,0.03835200819604995,1.0498500140438698,0.15970000000000006,-0.15970000000000006,0.8298,0.7565,0.8758,0.8190,59,1,1,1,,0.21026824455306425,0.5469336551562215,0.7405092502294417,69,0.3364,0.6558,62,0.3220,0.6487,62,0.3430,0.6590,65
SWE,Sweden,Europe,Northern Europe,Europe & Central Asia,North,0.9326,0.8836,0.9868,0.9275,95.70327461,2023,0.9570327460999999,40.7340,2023,17.6239,2023,0.9570327460999999,0.7873,0.2755,0.8925287390128599,0.84563413445396,0.0400712609871401,0.0379658655460401,1.0448963257266752,0.10319999999999996,-0.10319999999999996,0.9770,0.9225,0.9585,0.9520,5,1,1,1,,0.78728104506949159,0.87611194338149723,0.93272402655238429,8,0.6561,0.8677,13,0.6384,0.8618,13,0.6626,0.8698,13
AND,Andorra,Europe,Southern Europe,Europe & Central Asia,North,0.6893,0.478,0.9231,0.6668,94.21499634,2023,0.9421499634,51.7401,2023,21.4346,2023,0.9421499634,1.0000,0.3350,0.64942396977162,0.45034768250519996,0.039876030228379995,0.027652317494799992,1.0614021534228295,0.44510000000000005,-0.44510000000000005,0.9777,0.7422,0.9510,0.8840,35,1,1,1,,1,0.84895131079336872,0.87487794077098602,30,0.6729,0.8255,22,0.5807,0.7957,29,0.6925,0.8315,22
AUS,Australia,Oceania,Australia and New Zealand,East Asia & Pacific,North,0.9577,0.9222,0.9509,1.0,96.1160965,2023,0.9611609649999999,36.6274,2023,25.2583,2023,0.9611609649999999,0.7079,0.3948,0.9205038561804999,0.886382641923,0.03719614381950007,0.035817358077000074,1.0404084606161674,0.028699999999999948,-0.028699999999999948,0.9781,0.9242,0.9365,0.9460,10,1,1,1,,0.70791127191482039,0.85559227519099146,0.92253099181513698,11,0.7052,0.8790,10,0.7001,0.8774,10,0.7132,0.8815,10
IRL,Ireland,Europe,Northern Europe,Europe & Central Asia,North,0.9138,0.8768,0.9599,0.9046,96.8660965,2023,0.968660965,31.8908,2023,47.7738,2023,0.968660965,0.6164,0.7467,0.8851623898169999,0.849321934112,0.028637610183000012,0.027478065888000013,1.0323529450781574,0.08309999999999995,-0.08309999999999995,0.9649,0.8886,1.0000,0.9500,7,1,1,1,,0.61636525634855754,0.80849555008657092,0.91246572982926255,17,0.7926,0.9079,4,0.7756,0.9030,5,0.8031,0.9109,4
NLD,Netherlands,Europe,Western Europe,Europe & Central Asia,North,0.9538,0.9212,0.9715,0.9688,97.00680272,2023,0.9700680272,43.2644,2023,24.5106,2023,0.9700680272,0.8362,0.3831,0.9252508843433599,0.89362666665664,0.028549115656640037,0.027573333343360037,1.030855539983516,0.05030000000000001,-0.05030000000000001,0.9608,0.9194,0.9593,0.9460,10,1,1,1,,0.83618701935249451,0.90877221500119121,0.93677813324598402,6,0.7323,0.8875,9,0.7229,0.8847,8,0.7386,0.8895,9
KOR,Republic of Korea,Asia,Eastern Asia,East Asia & Pacific,North,0.9679,1.0,0.9917,0.912,97.41597478,2023,0.9741597478,46.5676,2023,30.2763,2023,0.9741597478,0.9000,0.4732,0.94288921989562,0.9741597478,0.02501078010437997,0.02584025219999997,1.0265256825262556,0.008299999999999974,0.008299999999999974,0.9850,0.8791,0.9262,0.9290,19,1,1,1,,0.90002918432705004,0.93853213589756668,0.93144477046771634,9,0.7909,0.8924,6,0.7892,0.8920,6,0.7981,0.8945,6
CHE,Switzerland,Europe,Western Europe,Europe & Central Asia,North,0.9004,0.8408,0.9576,0.9026,97.34436623,2023,0.9734436623,46.8365,2023,29.3340,2023,0.9734436623,0.9052,0.4585,0.87648867353492,0.81847143126184,0.02391132646507999,0.022328568738159988,1.0272808162695868,0.11680000000000001,-0.11680000000000001,0.9885,0.9241,0.9883,0.9670,1,1,1,1,,0.90522631382621987,0.91749724044702918,0.95399764250928465,2,0.7714,0.9135,2,0.7478,0.9065,3,0.7806,0.9162,2
ISL,Iceland,Europe,Northern Europe,Europe & Central Asia,North,0.9671,0.9076,0.9983,0.9953,97.94860077,2023,0.9794860076999999,37.4246,2023,43.4245,2023,0.9794860076999999,0.7233,0.6787,0.9472609180466699,0.8889815005885199,0.01983908195333006,0.018618499411480055,1.020943629759623,0.0907,-0.0907,0.9664,0.9589,0.9523,0.9590,3,1,1,1,,0.72331905040771083,0.87551969445642253,0.93754578574238556,4,0.8215,0.9227,1,0.8022,0.9173,1,0.8226,0.9230,1
MYS,Malaysia,Asia,South-eastern Asia,East Asia & Pacific,South,0.8111,0.728,0.9862,0.7192,97.69272633,2023,0.9769272633,13.0287,2023,59.4155,2023,0.9769272633,0.2518,0.9287,0.79238570326263,0.7112030476824,0.01871429673736999,0.01679695231759999,1.0236176607683787,0.2582,-0.2582,0.8655,0.7175,0.8473,0.8070,63,1,1,1,,0.25181049128239025,0.5798169321469594,0.74319755022064404,67,0.6523,0.7654,37,0.6054,0.7512,39,0.6625,0.7684,38
SMR,San Marino,Europe,Southern Europe,Europe & Central Asia,North,0.6551,0.3575,0.9491,0.6587,97.33640289,2023,0.9733640289000001,35.7876,2022,,,0.9733640289000001,,,0.63765077533239,0.34797764033175,0.017449224667609956,0.009522359668249976,1.0273648607398214,0.5916000000000001,-0.5916000000000001,0.9759,0.6952,0.9604,0.8670,43,1,1,0,HiTech_Pct missing or non-positive,0.69168014750647955,0.75437594564837185,0.83731479710719559,37,,,,,,,,,
LIE,Liechtenstein,Europe,Western Europe,Europe & Central Asia,North,0.8528,0.7416,0.9906,0.8263,98.13230133,2023,0.9813230133,49.4065,2023,,,0.9813230133,,,0.83687226574224,0.72774914666328,0.01592773425775996,0.013850853336719966,1.0190324556204922,0.249,-0.249,0.9947,0.8413,1.0000,0.9420,12,1,1,0,HiTech_Pct missing or non-positive,0.95489765191795151,0.92216647207856484,0.93726647650574346,5,,,,,,,,,
QAT,Qatar,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.8244,0.7655,0.9963,0.7114,98.15229797,2023,0.9815229797,11.6411,2023,2.7800,2023,0.9815229797,0.2250,0.0435,0.8091675444646801,0.75135584096035,0.015232455535319983,0.014144159039649985,1.0188248473873198,0.2308,-0.2308,0.9471,0.7062,1.0000,0.8750,40,1,1,1,,0.22499183418663668,0.56325090001769995,0.7834411176309044,55,0.2968,0.6675,59,0.2780,0.6567,61,0.3013,0.6700,60
DNK,Denmark,Europe,Northern Europe,Europe & Central Asia,North,0.9847,0.9992,0.9966,0.9584,98.77559197,2023,0.9877559197,44.0352,2023,17.1322,2023,0.9877559197,0.8511,0.2678,0.97264325412859,0.98696571496424,0.012056745871410016,0.012234285035760016,1.012395856158188,0.0025999999999999357,0.0025999999999999357,0.9520,0.9320,0.9713,0.9520,5,1,1,1,,0.8510845553062325,0.93510126216770972,0.94747164820806895,3,0.6841,0.8762,11,0.6836,0.8761,11,0.6871,0.8772,11
NOR,Norway,Europe,Northern Europe,Europe & Central Asia,North,0.9315,0.9117,0.9654,0.9175,99.00000258,2023,0.9900000258,45.4377,2023,25.6746,2023,0.9900000258,0.8782,0.4013,0.9221850240327,0.9025830235218599,0.009314975967299985,0.009116976478139985,1.0101009837771662,0.05370000000000008,-0.05370000000000008,0.9753,0.9354,0.9878,0.9660,2,1,1,1,,0.87819119019870473,0.92899658110564354,0.9565434051552637,1,0.7531,0.9077,5,0.7428,0.9045,4,0.7599,0.9097,5
MCO,Monaco,Europe,Western Europe,Europe & Central Asia,North,0.7175,0.4838,0.9171,0.7515,98.87049866,2023,0.9887049866,55.8836,2023,,,0.9887049866,,,0.7093958278855,0.47833547251708,0.00810417211450004,0.005464527482920026,1.0114240481772443,0.4333,-0.4333,,,,,,1,0,0,I_health missing,,,,,,,,,,,,,
BRN,Brunei Darussalam,Asia,South-eastern Asia,East Asia & Pacific,South,0.7554,0.5802,0.9868,0.6991,98.97039795,2023,0.9897039795000001,20.2120,2023,1.0193,2023,0.9897039795000001,0.3906,0.0159,0.7476223861143001,0.5742262489059001,0.007777613885699918,0.005973751094099937,1.0104031313536816,0.40659999999999996,-0.40659999999999996,0.8392,0.6879,0.9644,0.8230,55,1,1,1,,0.39064478035411604,0.6611853360669705,0.77891990079117568,56,0.2605,0.6171,74,0.2286,0.5973,81,0.2632,0.6187,78
LUX,Luxembourg,Europe,Western Europe,Europe & Central Asia,North,0.8466,0.7555,0.9888,0.7955,99.34785707,2023,0.9934785707,38.3793,2023,5.9793,2023,0.9934785707,0.7418,0.0935,0.8410789579546201,0.75057306016385,0.0055210420453799935,0.004926939836149994,1.0065642375108352,0.23330000000000006,-0.23330000000000006,0.9629,0.8264,1.0000,0.9270,20,1,1,1,,0.74177088950349923,0.85261902508861154,0.90757312810785384,18,0.4906,0.7904,30,0.4591,0.7774,33,0.4946,0.7921,33
KWT,Kuwait,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.7812,0.6366,0.9988,0.7083,99.74731125,2023,0.9974731124999999,1.0137,2023,1.7850,2023,0.9974731124999999,0.0196,0.0279,0.7792259954849999,0.6349913834175,0.0019740045150000583,0.0016086165825000475,1.0025332888358933,0.36219999999999997,-0.36219999999999997,0.9271,0.6839,0.9578,0.8470,49,1,1,1,,0.019592153861318396,0.24786522725967028,0.62287715891946838,102,0.1436,0.5434,100,0.1283,0.5283,100,0.1448,0.5445,103
BHR,Bahrain,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.9196,0.9031,0.9877,0.868,100.0,2023,1.0,17.1582,2023,0.3873,2023,1.0,0.3316,0.0061,0.9196,0.9031,0.0,0.0,1.0,0.08460000000000001,-0.08460000000000001,0.9115,0.8210,0.9349,0.8880,34,1,1,1,,0.33162286118503831,0.6731024038148441,0.82839321449002423,41,0.2073,0.6171,75,0.2028,0.6137,73,0.2087,0.6182,79
SAU,Saudi Arabia,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.9602,0.99,0.9841,0.9067,100.0,2023,1.0,43.5732,2023,0.5906,2023,1.0,0.8422,0.0092,0.9602,0.99,0.0,0.0,1.0,0.005900000000000016,0.005900000000000016,0.8908,0.7985,0.9406,0.8750,40,1,1,1,,0.84215531087106521,0.9316468025850434,0.88854177333108908,24,0.2939,0.6659,60,0.2935,0.6657,58,0.2958,0.6670,61
ARE,United Arab Emirates,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.9533,0.9163,1.0,0.9436,100.0,2023,1.0,37.0968,2023,8.9603,2023,1.0,0.7170,0.1401,0.9533,0.9163,0.0,0.0,1.0,0.0837,-0.0837,0.9107,0.9038,0.9982,0.9370,17,1,1,1,,0.71698353887990163,0.88087224449508661,0.92234742844870865,12,0.5562,0.8222,24,0.5442,0.8177,23,0.5567,0.8224,26
